estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
SGDClassifier,0.0,0.39534313725490194,0.7058823529411764,0.32402118373441346,,,,,,,,,,,0.5,0.95,hinge,elasticnet
SGDClassifier,0.0,0.39534313725490194,0.7058823529411764,0.3240211837344134,,,,,,,,,,,0.5,0.99,log,l1
SGDClassifier,0.0,0.39534313725490194,0.7058823529411764,0.3240211837344134,,,,,,,,,,,0.5,0.99,hinge,l1
SGDClassifier,0.0,0.391421568627451,0.7058823529411764,0.320456758582951,,,,,,,,,,,0.5,1,log,elasticnet
SGDClassifier,0.0,0.39117647058823535,0.7058823529411764,0.3207568363992977,,,,,,,,,,,1,0.9,log,l1
SGDClassifier,0.0,0.39117647058823535,0.7058823529411764,0.32075683639929764,,,,,,,,,,,0.5,0.7,hinge,l1
SGDClassifier,0.0,0.38725490196078427,0.7058823529411764,0.31710420207112505,,,,,,,,,,,1,0.1,log,l1
SGDClassifier,0.0,0.33700980392156865,0.7058823529411764,0.3376829284823103,,,,,,,,,,,0.5,1,hinge,l1
SGDClassifier,0.0,0.33284313725490194,0.7058823529411764,0.3338246091370636,,,,,,,,,,,0.5,0.95,log,elasticnet
SGDClassifier,0.0,0.33284313725490194,0.7058823529411764,0.3338246091370636,,,,,,,,,,,1,0.99,log,l1
SGDClassifier,0.0,0.33284313725490194,0.7058823529411764,0.3338246091370636,,,,,,,,,,,1,1,hinge,l1
SGDClassifier,0.0,0.33284313725490194,0.7058823529411764,0.3338246091370636,,,,,,,,,,,0.5,0.9,log,elasticnet
SGDClassifier,0.0,0.328921568627451,0.7058823529411764,0.32962323977523655,,,,,,,,,,,1,0.9,hinge,elasticnet
